188 15
* S              BETX           ALFX           BETY           ALFY           DX             DPX            DY             DPY            MUX            MUY           
$ %e             %e             %e             %e             %e             %e             %e             %e             %e             %e             %e            
@ GAMTR            %e    2.04609    
@ ALFA             %e   0.238864    
@ XIY              %e   -4.65678    
@ XIX              %e   -2.05738    
@ QY               %e    2.82033    
@ QX               %e    1.81827    
@ CIRCUM           %le     128.801111843    
@ DELTA            %e    0.00000    
@ TYPE             %08s "OPTICS"
@ COMMENT          %28s "CSRe of HIRFL-CSR Project"
@ ORIGIN           %20s "MAD 8.51/15 Win32"
@ DATE             %08s "30/12/21"
@ TIME             %08s "15.53.59"
     0.00000        1.69613      -0.274685E-15    20.3787       0.104398E-14    7.51750       0.666134E-14    0.00000        0.00000        0.00000        0.00000    
     0.00000        1.69613      -0.274685E-15    20.3787       0.104398E-14    7.51750       0.666134E-14    0.00000        0.00000        0.00000        0.00000    
     0.00000        1.69613      -0.274685E-15    20.3787       0.104398E-14    7.51750       0.666134E-14    0.00000        0.00000        0.00000        0.00000    
     0.00000        1.69613      -0.274685E-15    20.3787       0.104398E-14    7.51750       0.666134E-14    0.00000        0.00000        0.00000        0.00000    
     2.00000        4.05444       -1.17915        20.5750      -0.981416E-01    7.51750       0.666134E-14    0.00000        0.00000       0.138055       0.155699E-01
     2.86550        6.53720       -1.68943        20.7817      -0.140612        7.51750       0.666134E-14    0.00000        0.00000       0.164939       0.222334E-01
     3.36550        8.37403       -1.98422        20.9345      -0.165148        7.51750       0.666134E-14    0.00000        0.00000       0.175703       0.260490E-01
     3.36550        8.37403       -1.98422        20.9345      -0.165148        7.51750       0.666134E-14    0.00000        0.00000       0.175703       0.260490E-01
     4.01550        9.60909       0.189676        24.8394       -6.16878        6.90649       -1.85412        0.00000        0.00000       0.186930       0.307119E-01
     4.81550        9.37460       0.103427        35.7157       -7.42658        5.42320       -1.85412        0.00000        0.00000       0.200361       0.349871E-01
     5.56550        12.7488       -5.09272        34.6583        8.67572        4.88572       0.381141        0.00000        0.00000       0.211909       0.381942E-01
     5.56550        12.7488       -5.09272        34.6583        8.67572        4.88572       0.381141        0.00000        0.00000       0.211909       0.381942E-01
     7.26550        36.1700       -8.68451        11.5205        4.93475        5.53366       0.381141        0.00000        0.00000       0.224522       0.517509E-01
     7.91550        40.9618        1.75401        7.47378        1.65508        5.29020       -1.11913        0.00000        0.00000       0.227131       0.632425E-01
     7.91550        40.9618        1.75401        7.47378        1.65508        5.29020       -1.11913        0.00000        0.00000       0.227131       0.632425E-01
     10.6155        32.2157        1.48531        2.18370       0.304214        2.26856       -1.11913        0.00000        0.00000       0.238971       0.179740    
     10.6155        32.2157        1.48531        2.18370       0.304214        2.26856       -1.11913        0.00000        0.00000       0.238971       0.179740    
     12.9717        25.8727        1.27564        3.32384      -0.752185       0.154414      -0.722132        0.00000        0.00000       0.251638       0.349249    
     13.5717        24.3785        1.21471        4.39605       -1.03483      -0.278866      -0.722132        0.00000        0.00000       0.255441       0.374334    
     15.9279        19.3006       0.995574        10.9035       -1.52202       -1.47959      -0.323606        0.00000        0.00000       0.272315       0.429619    
     15.9279        19.3006       0.995574        10.9035       -1.52202       -1.47959      -0.323606        0.00000        0.00000       0.272315       0.429619    
     19.6279        13.3457       0.613860        26.3306       -2.64745       -2.67693      -0.323606        0.00000        0.00000       0.309339       0.464656    
     19.9279        12.9867       0.582910        27.9464       -2.73870       -2.77401      -0.323606        0.00000        0.00000       0.312966       0.466416    
     20.2279        12.6462       0.551960        29.6170       -2.82995       -2.87110      -0.323606        0.00000        0.00000       0.316693       0.468075    
     20.8779        11.4006        1.33385        34.9797       -5.55105       -3.01158      -0.106934        0.00000        0.00000       0.325244       0.471315    
     20.8779        11.4006        1.33385        34.9797       -5.55105       -3.01158      -0.106934        0.00000        0.00000       0.325244       0.471315    
     21.6779        9.42245        1.13883        44.4435       -6.27866       -3.09713      -0.106934        0.00000        0.00000       0.337541       0.474545    
     22.3279        10.1125       -2.27913        42.4850        9.06145       -3.52558       -1.23610        0.00000        0.00000       0.348551       0.476837    
     22.3279        10.1125       -2.27913        42.4850        9.06145       -3.52558       -1.23610        0.00000        0.00000       0.348551       0.476837    
     22.6279        11.5351       -2.46290        37.2242        8.47458       -3.89641       -1.23610        0.00000        0.00000       0.352972       0.478038    
     22.9279        13.0679       -2.64666        32.3155        7.88772       -4.26724       -1.23610        0.00000        0.00000       0.356862       0.479414    
     23.7279        17.6946       -3.13671        20.9471        6.32274       -5.25612       -1.23610        0.00000        0.00000       0.365239       0.484309    
     23.7279        17.6946       -3.13671        20.9471        6.32274       -5.25612       -1.23610        0.00000        0.00000       0.365239       0.484309    
     24.3779        18.8808        1.41136        16.2589        1.27458       -5.61872       0.135497        0.00000        0.00000       0.370748       0.490068    
     24.3779        18.8808        1.41136        16.2589        1.27458       -5.61872       0.135497        0.00000        0.00000       0.370748       0.490068    
     24.6779        18.0482        1.36382        15.5087        1.22615       -5.57807       0.135497        0.00000        0.00000       0.373335       0.493075    
     24.9779        17.2442        1.31628        14.7875        1.17773       -5.53742       0.135497        0.00000        0.00000       0.376042       0.496228    
     26.0279        14.6547        1.14990        12.4923        1.00823       -5.39515       0.135497        0.00000        0.00000       0.386562       0.508536    
     26.0279        14.6547        1.14990        12.4923        1.00823       -5.39515       0.135497        0.00000        0.00000       0.386562       0.508536    
     28.3841        10.1904       0.793312        7.20822        1.06793       -4.62293       0.537050        0.00000        0.00000       0.416636       0.548483    
     28.9841        9.29598       0.697378        6.03360       0.889760       -4.30070       0.537050        0.00000        0.00000       0.426453       0.562983    
     31.3403        6.92393       0.335126        2.93965       0.325882       -2.60765       0.937463        0.00000        0.00000       0.472635       0.657510    
     31.3403        6.92393       0.335126        2.93965       0.325882       -2.60765       0.937463        0.00000        0.00000       0.472635       0.657510    
